T,AP,RH,V,EP
31.5,1011.44,64.09,70.32,435.13
29.24,1011.5,64.14,64.33,440.29
7.25,1024.99,95.85,41.14,477.45
28,1008.68,66,74.22,433.94
14.38,1010.8,66.58,44.78,459.66
12.02,1017.27,96.72,40.66,464.5
29.09,1003.05,48.13,47.93,438.97
31.03,1011.33,52.16,69.98,436.13
16.7,1011.4,95.51,46.18,458.05
27.04,1008.5,75.41,69.98,433.25
8.87,1033.3,74.28,41.82,477.97
21.98,1017.89,57.9,55.5,457.29
12.95,993.74,96.35,41.23,469.05
24.39,1018.5,61.73,60.84,442.72
12.58,1017.85,57.74,39.72,471.24
17.05,1017.69,88.19,44.88,459.63
6.76,1015.67,87.16,40.62,478.56
21.51,1017.11,72.99,65.48,448.65
10.13,1013.57,79.04,38.16,474.92
15.9,1007.03,78.49,39.99,465.5
12.38,1016.15,81.37,45.51,470.46
25.47,1013.02,63.21,56.89,440.38
32.38,1004.05,61.69,73.91,430.17
21.67,1018.32,68.21,57.76,452.56
15.01,1018.21,73.22,42.77,462.6
16.9,1017.97,60.57,54.3,460.57
15.71,1018.34,71.69,44.06,465.05
12.71,1012.25,62.68,43.02,475.38
10.9,1010.58,64.88,39.64,477.04
24.83,1010.13,70.18,62.4,442.2
24.35,1010.13,72.1,58.79,448.19
11.83,1013.11,88.52,45.09,470.32
8.95,1015.04,81.53,43.56,485.21
20.79,1001.42,76.77,68.28,445.83
8.57,1017.53,90.46,40.23,484.17
6.01,1011.05,91.33,35.79,482.25
10.08,1010.47,66.37,37.92,474.63
9.31,1015.09,79.96,43.56,482.55
7.92,1021.01,81.84,36.08,482.98
25.89,1008.59,65.38,48.41,442.12
11.83,1010.06,88.14,43.14,471.98
9.98,1013.56,95.77,41.62,463.16
17.85,1013.05,82.72,53.16,456.49
29.54,1008.91,56.07,69.48,427.82
22.54,1011.71,81.64,63.07,442.28
11.16,1023.49,83.7,40.96,478.3
9.94,1015.21,87.02,41.44,481.24
16.06,1009.97,88.09,47.45,450.62
22.12,1008.75,92.13,60.37,439.18
21.87,1009.28,85.4,74.87,442.37
32.67,1014.62,50.73,77.95,432.32
27.41,1011.5,55.3,63.07,445.02
10.06,1014.1,85.7,43.22,473
28.52,1005.9,70.79,64.96,431.36
19.78,1019.72,78.36,62.1,450.43
27.07,1012.34,76.64,77.95,433.61
14.76,1026.31,75.67,49.64,461.16
22.92,1007.05,89.94,60.37,438.86
18,1003.07,100.09,52.08,450.85
28.37,1017.48,55.19,75.6,439.25
6.03,1028.04,87.46,41.14,479.61
19.99,1012.28,75.42,65.94,447.22
7.61,1024.93,74.77,39.42,475.55
27.54,1017.06,55.2,66.93,450.22
11.91,1008.75,76.57,43.22,472.88
18.63,1011.37,71.72,48.92,450.29
23.88,1005.37,75.25,51.95,449.52
18.16,1008.13,68.5,39.99,461.16
13.26,1009.77,61.69,41.78,467.78
13.95,1003.87,83.94,38.73,468.21
8.62,1009.06,86.93,42.49,481.87
25.88,1016.66,81.09,74.67,434.81
9.33,1024.55,98.58,39.96,473.78
13.18,1010.59,99.09,43.72,464.7
31.33,997.85,64.43,76.86,431.44
13.52,1009.94,87.53,40.83,470.47
25.56,1002.46,68.26,69.13,434.48
17.3,1010.29,87.13,47.45,448.79
8.94,1018.9,85.93,42.07,473.34
7.5,1031.39,82.53,40.02,476.01
14.01,1015.86,69.24,38.91,470.1
19.76,1008.38,92.56,51.19,448.71
20.89,1012.6,69.52,68.63,452.05
29.1,1003.97,77.57,70.4,430.98
21.83,1011.07,91.34,62.91,443.76
26.05,1012.78,59.09,56.85,438.59
9.96,1017.78,82.39,42.03,477.85
4.24,1009.28,96.74,39.9,491.25
12.66,1011.37,82.77,40.35,473.11
11.05,1024.91,76.42,40.71,479.59
9.41,1025.68,79.49,40.43,492.88
26.45,1010.31,74.33,73.5,433.44
6.49,1017.94,64.81,38.68,485.95
19.26,1015.03,85.74,65.61,451.85
8.3,1020.02,83.11,43.13,484.07
33.82,1008.96,58.91,77.17,435.58
19.05,1013.2,83.14,67.32,447.47
13.94,1015.03,53.9,38.47,466.54
18.31,1012.88,79.32,42.23,464.45
10.06,1018.22,70.22,39.61,471.86
26.92,1011.42,76.94,73.17,431.29
19.54,1007.19,78.93,44.57,450.54
5.6,1019.31,85.33,38.91,491.1
24.93,1001.02,85.14,69.05,429.53
13.99,1013.43,83.13,36.71,473.2
11.45,1018.88,92.12,45.01,470.4
7.44,1012.81,70.27,38.5,488.12
29.16,1010.96,67.77,73.17,429.06
21.57,1014.76,68.19,66.49,455.18
17.9,1008.64,74.73,43.72,452.55
16.84,1016.14,75.74,45.01,456.85
30.76,1010.66,61.76,59.57,439.32
27.32,1007.77,74.64,76.09,443.13
20.46,1010.06,83.79,51.43,456.7
16.98,1020.44,95.18,63.09,450.55
16.69,1011,97.85,46.18,458.57
5.62,1020.91,86.21,41.38,490.83
32.26,1014.75,60.9,73.68,426.48
24.6,1010.08,78.77,71.73,436.28
29.29,1008.3,60.11,57.19,435.69
4.15,1008.84,96.68,39.9,491.22
6.77,1024.86,96.58,40.78,478.24
21.6,1017.23,67.87,62.52,453.28
19.76,1017.37,89.09,58.79,449.76
21.39,1013.03,86.44,58.05,449.76
15.4,1015.1,70.25,40.69,471.66
15.82,1018.96,66.73,44.2,460.2
22.49,1007.65,63.34,56.9,449.64
25.14,1020.63,54,64.63,446.63
26.55,1013.92,52.22,69.45,434.55
18.98,1010.09,85.34,60.1,453.37
22.03,1017.95,76.2,64.79,450.25
20.76,1011.01,90.31,57.25,444.85
32.83,1011.44,50.42,74.33,427.36
23.46,1009.6,73.22,51.19,444.82
20.55,1015.12,73.98,63.86,447.54
28.63,1005.88,64.73,66.56,427.35
21.64,1008.41,86.32,50.32,442.52
27.51,1003.74,61.27,49.3,437.09
28.67,1008.24,72.68,69.14,433.79
12.14,1007.57,73.22,40.27,472.84
27,1009.82,64.43,73.17,434.94
32.15,1010.13,50.19,72.29,435.71
20.9,1007.16,59.02,67.71,446.57
25.25,1012.51,62.64,62.91,443.14
22.35,1011.19,65.41,66.44,445.27
3.95,1016.75,79.65,38.44,492.46
22.75,1017.83,66.54,57.76,452.33
22.92,1019.28,42.69,63.94,444.22
22.95,1004.53,88.06,66.54,434.41
16.54,1014.85,78,42.86,465.26
13.12,1011.93,100.07,48.04,463.46
9.6,1032.93,72.63,41.82,475.01
25.31,1008.65,79.35,60.75,437.33
21.9,1018.85,60.27,55.5,456.52
23.35,1009.32,73.48,71.85,441.28
9.51,1018.84,70.12,40.46,471.32
14.87,1014.65,80.24,38.28,467.29
27.43,1011.86,36.76,56.85,436.64
13.07,1010,84.84,40.83,471.19
10.45,1020.23,73.39,39.61,477.41
26.97,1010.13,75.16,71.58,433.88
10.37,1017.47,90.47,40.03,477.91
21.9,1004.76,89.99,66.54,439.06
18.76,1015.15,30.83,44.71,462.18
12.75,1017.59,81.22,44.2,471.03
16.4,1022.2,73.05,38.01,463.79
14.33,1015.42,71.55,45.51,468.92
19.77,1016.22,74.95,65.06,448.26
17.34,1013.36,98.13,47.03,463.89
25.71,1018.58,66.23,66.05,444.35
12.3,1015.74,82.58,40.69,474.46
8.88,1015.27,56.96,36.3,478.7
27.54,1012.3,54.82,51.43,439.8
24.1,1010.97,74.87,68.61,443.75
32,1009.94,40.48,73.17,428.69
9.75,1010.57,83.63,42.49,480.35
5.84,1013.88,87.42,43.02,489.05
19.57,1011.13,96.4,68.61,448.73
6.4,1024.6,86.83,39.18,484.44
26.96,1013.89,51.47,69.45,436.69
15.16,1013.88,100.11,50.88,460.03
24.43,1011.66,85.24,61.25,436.05
33.95,1010.3,56.69,80.18,432.22
30.62,1017.68,53.68,66.75,432.66
29.05,1017.63,51.16,75.6,439.14
24.75,1005.47,69.61,52.84,442.6
18.07,1016.65,72.81,63.31,456.5
25.11,1012.21,83.58,63.21,443.43
22.61,1018.81,83.27,60.27,440.98
24.48,1002.88,69.43,69.13,432.71
11.37,1017.56,64.8,40.56,478.88
7.55,1027.03,83.32,41.04,476.58
22.98,1006.83,74.92,51.95,454.63
13.88,1014.08,80.48,39.39,471.39
26.54,1005.8,91.16,71.98,431.78
15.18,1011.59,92.58,43.67,467.74
26.63,1007.44,78.5,74.22,434.25
8.21,1015.82,88.99,38.91,481.32
9.26,1024.38,74.82,40.11,460.72
26.44,1004.55,85.53,71.64,435.61
18.18,1010.22,99.73,50.16,451.14
18.01,1017.04,77.82,54.9,455.91
23.76,1013.85,85.38,58.41,445.85
11.61,1020.94,77.56,52.75,464.68
31.46,1009.26,59.61,77.17,435.56
10.27,1026.19,76.78,52.75,470.76
14.54,1009.27,90.88,42.99,468.93
14.43,1014.76,79.76,38.28,467.12
23.1,1020.28,80.62,66.05,439.03
22.79,1008.65,58.39,50.78,447.12
15.99,1015.17,76.4,49.21,463.47
25.88,1010.01,72.8,71.73,430.86
27.28,1011.05,75.48,78.92,434.78
29.56,1005.87,59.22,51.43,437.93
16.88,1007.08,74.29,39.99,462.83
24.99,1010.03,41.26,48.92,443.12
13.32,1020.22,88.3,41.7,451.93
29.54,1011,42,72.29,443.79
15.39,1008.78,66.67,39.31,461.39
31.28,1005.39,49.53,75.08,438.63
8.77,1010.7,86.78,42.49,469.1
25.78,1003.67,67.23,47.93,442.46
13.18,1017.62,94.4,40.73,465.96
22.67,1016.91,60.75,58.2,446.36
12.22,1024.02,85.46,40.78,464.12
13.91,1021.36,78.98,44.58,472.67
23.92,1006.22,92.96,71.98,433.23
23.77,1006.67,84.09,51.43,441.54
20.76,1012.51,85.39,59.04,448.92
14.77,1018.95,65.61,41.39,470.21
8.51,1015.16,86.61,39.66,483.54
11.98,1016.45,78.8,44.58,477.56
30.46,1017.81,54.48,66.75,432.45
14.29,1017.01,87.29,46.18,464.73
29.36,1007.5,79.91,68.94,431.39
9.44,1015.62,81.16,40,471.32
24.35,1018.21,54.46,59.21,444.35
14.47,1031.55,66.73,42.86,466.64
31.54,1008.23,70.19,77.24,431.27
26.96,1008.14,73.95,62.39,437.41
29.8,1009.36,64.74,69.34,437.65
15.62,1013.03,96.26,40.12,462.59
11.16,1014.95,88.38,40.05,479.11
19.07,1020.23,44.93,44.63,456.37
13.92,1029.36,70.86,44.47,467.29
9.59,1027.65,75.32,34.69,478.88
19.97,1017.87,83.46,59.21,450.41
23.78,1003.3,76.56,49.3,439.83
30.67,1004.25,52.72,72.86,432.76
25.59,1014.47,37.89,65.46,444.9
14.02,1016.54,75.73,44.85,469.53
22.72,1014.64,70.53,65.61,449.04
25.44,1010.71,66.44,75.23,436.67
10.7,1017.8,82.37,44.77,484.94
21.94,1021.2,61.75,64.15,453.3
7.39,1011.63,83.61,39.85,487.84
17.81,1022.32,43.84,45,471
14.59,999.48,86.66,41.23,466.83
22.38,1009.56,74.91,71.85,441.47
33.24,1002.58,45.05,74.34,435.5
28.61,1004.24,67.74,69.84,429.91
17.51,1009.05,74.91,44.9,455.01
33.63,1009.82,58.04,77.54,431.81
16.5,1018.94,63.59,44.2,458.3
19.79,1010.47,84.04,60.1,452.41
23.77,1011.97,80.08,59.21,440.08
11.8,1008.57,78.01,43.22,469.55
24.94,1008.89,84.79,59.07,440.12
28.78,999.75,56.43,64.96,432.66
23.09,1010.76,79.89,70.47,439.36
21.92,1010.09,89.7,58.79,446.71
14.57,1021.42,66.23,44.45,462.48
27.09,1011.34,76.06,73.5,434.31
23.39,1010.99,90.66,69.13,434.5
29.52,1017.53,44.83,64.79,439.6
13.42,1022.84,75.89,40.92,458.49
28.07,1013.13,44.67,68.08,437.65
15.47,1015.11,50.5,43.13,466.63
18.5,1015.81,64.78,41.85,466.8
15.24,1009.46,85.95,45.87,456.33
21.26,1009.96,80.66,51.43,455.45
22.64,1011.07,98.55,72.24,434.36
23.42,1009.74,81.54,58.79,441.46
22.26,1018.26,85.94,60.77,442.58
24.38,1017.85,62.23,60.84,440.85
11.56,1012.5,91.42,41.62,460.6
25.18,1013.08,80.75,61.08,445.64
21.09,1015.11,81.93,74.93,443.51
23.01,1012.82,82.62,59.44,445.72
21.69,1010.7,80.8,69.94,443.67
23.48,1007.13,84.83,51.43,441.78
29.04,1014.88,47.23,60.07,438.5
13.62,1014.2,85.05,40.2,465.74
20.12,1009.93,76.24,65.94,447.46
12.19,1018.96,80.91,44.63,468.91
31.48,1008.9,45.66,69.75,438.19
9.52,1020.55,89.73,41.26,475.44
26.05,1012.78,67.03,65.59,437.04
24.93,1014.28,66.04,47.01,455.06
21.4,1005.16,88.44,47.93,445.2
8.46,1025.05,69.36,39.42,474.42
22.11,1012.82,84.67,59.44,448.15
9.05,1015.48,80.91,40,472.41
11.92,1022.96,60.49,43.8,470.33
29.38,1011.35,49.25,69.68,430.2
21.04,1014.19,40.62,45.09,450.92
31.04,1010.54,42.74,68.31,441.56
19.83,1008.13,91.29,51.19,449
13.86,1011.4,89.7,37.85,469.94
22.57,1017.43,87.69,68.3,440.81
6.62,1027.33,86.24,41.14,479.74
16.58,1022.36,45.24,41.93,466.61
28.85,1008.2,58.4,57.19,436.8
19.73,1007.78,73.02,49.69,454.28
11.82,1019.5,55.74,41.17,475.61
10.22,1018.01,70.7,38.18,474.07
20.48,1007.4,90.7,51.43,448.03
20.06,1004.21,82.12,52.84,447.47
27.53,1009.4,53.73,67.83,429.05
10.89,1018.3,86.32,44.2,479.16
25.92,1001.27,94.28,73.77,432
24.35,1012.48,62.12,66.49,439.15
26.82,1012.25,57.41,60.96,449.81
14.47,1017.28,87.36,48.14,457.45
26.31,1007.51,52.6,44.57,452.73
18.41,1009.75,77.24,44.89,448.88
27.22,1016.84,64.88,68.3,436.81
14.17,1010.99,94.08,39.59,464.17
24.19,1007.37,70.83,68.94,439.52
24.49,1018.96,72.62,60.27,440.87
20.91,1017.25,74.7,59.14,442.67
22.74,1013.92,84.03,58.41,447.85
15.4,1000.67,79.71,38.73,469.18
29.82,1010.98,43.57,66.51,439.17
20.98,1013.12,67.37,42.23,461.9
19.35,1005.43,100.1,50.12,447.43
29.2,1004.8,63.74,70.79,425.2
27.34,1016.5,48.4,63.78,446.56
19.02,1013.04,85.25,50.66,455.42
25.09,1012.18,91.33,69.68,439.77
17.67,1011.68,82.13,43.96,466.31
23.54,1010.89,80.76,70.32,434.45
27.29,1013.46,45.35,64.45,446.94
25.53,1010.65,82.04,59.57,445.59
13.42,1011.2,77,40.35,472.57
7.35,1015.55,79.67,41.66,485.35
26.93,1011.02,70.05,62.44,435.11
9.55,1019.34,68.38,38.08,479.23
24.11,1011.02,78.18,59.27,444.35
25.34,1014.02,73.58,59.39,439.8
30.69,1006.14,60.58,73.67,430.45
8.95,1017.85,64.34,38.56,475.43
15.58,1016.34,87.42,40.66,460.61
23.48,1011.28,61.11,66.44,443.21
21.43,1012.68,99.68,63.94,445.29
10.39,1014.22,78.42,44.85,478.05
12.84,1020.08,88.08,50.59,470.96
14.92,1014.21,98.82,46.18,465.63
10.87,1021.38,58.22,44.71,484.63
21.19,1014.19,68.96,58.86,452.43
18.38,1020.12,77.27,62.1,452.91
16.82,1022.05,37.28,45,468.22
10.36,1017.53,92.04,41.46,478.27
9.51,1022.77,73.82,38.38,474.93
9.34,1019.56,67.74,38.08,482.06
10.2,1019.12,83.26,41.46,480.11
12.92,1014.56,88.29,39.35,469.83
12.75,1012.51,62.37,39.85,475.61
26.72,1010.18,70.74,74.87,441.93
27.5,1004.02,59.23,49.3,439.77
17.36,1020.49,54.21,44.63,456.98
16.11,1025.37,79.85,44.92,460.99
32.82,1010.44,41.85,68.31,441.06
30.98,1008.78,47.7,71.29,432.99
25.68,1009.08,90.48,70.32,431.32
17.96,1005,85.72,47.83,454.59
23.39,1011.91,84.57,63.21,448.3
12.64,1024.2,65.21,40.71,476.37
27.38,1008.25,82.49,77.24,435.81
25.91,1018.23,62.65,75.6,443.2
19.89,1011.06,86.73,69.48,447.63
10.42,1025.21,95.69,39.96,470.81
30.32,1008.31,53.14,74.22,429.36
24.52,1012.59,54.47,56.85,438.89
12.04,1013.08,82.45,38.25,472.13
8.33,1018.94,73.78,38.08,481.89
31.03,1007.77,63.96,69.59,432.56
21.25,1005.69,81.87,44.05,448.43
18.55,1008.45,65.3,61.87,450.73
20.8,1012.07,73.16,50.9,457
17.78,1016.32,89.61,58.95,450.89
5.89,1018.99,63.13,40.07,493.9
6.18,1001.58,98.79,41.55,484.87
27.71,1006.43,68.21,62.39,435.84
3.26,996.32,100,41.31,489.38
12.24,1012.48,89.85,41.2,473.22
12.1,1014.41,90.22,41.58,462.28
30.68,1012.86,56.56,69.68,438.68
28.19,1013.41,43.93,68.08,436.43
27.34,1012.06,59.04,59.87,448.26
26.91,1009.47,55.26,61.5,436.84
5.62,1015.81,85.34,40.62,483.13
30.55,1009.43,63.84,68.24,426.8
17.55,1008.07,80.98,45.87,454.29
26.48,1006.76,74.3,51.43,438.1
27.62,1012.38,60.25,67.51,442.13
22.59,1007.07,74.39,70.32,437.39
14.3,1007.32,73.72,42.99,467.9
26.22,1015.46,76.63,69.89,433.61
19.02,1014.57,43.37,44.85,465.42
12.34,1009.28,78.23,43.22,468.52
18.34,1018.42,83.95,50.59,457.17
19.44,1014.8,69.06,60.07,452.89
15.37,1014.84,80.37,43.34,460.02
15.43,1010.63,73.03,40.89,468.35
11.23,1019.36,56.85,41.17,475.85
23.36,1012.35,78.09,65.18,436.39
11.77,1012.9,85.8,39.39,478.51
3.21,1016.9,86.34,38.44,491.35
29.89,1009,55.72,71.29,431.45
24.97,1015.6,56.79,50.23,454.35
14.48,1015.6,90.05,38.92,470.63
21.98,1008.42,84.86,48.41,444.6
15.31,1005.09,95.25,41.35,466.5
27.61,1005.84,71.27,59.54,437.85
25.92,1014.62,48.46,60.95,442.84
22.51,1018.35,71.97,59.21,444.66
23.76,1009.69,70.87,51.19,442.9
23.17,1009.5,76.15,51.19,441.77
8.91,1022.87,78.39,40.11,475.43
10.61,1022.09,83.62,40.77,471.26
27.21,1013.57,40.11,66.49,439.04
28.61,1004.02,67.26,69.84,428.25
23.95,1010.15,86.37,59.92,435.92
26.75,1017.79,54.31,64.79,438.4
24.94,1008.86,68.97,67.69,439.08
18.22,1005.11,79,39.63,465.78
24.7,1015.58,68.64,58.46,439.7
8.43,1015.39,91.81,40.6,483.1
10.15,1019.78,83.56,41.46,481.31
18.88,1016.77,46.88,43.69,464.63
22.43,1012.06,84.75,63.21,447.98
27.45,1009.3,77.58,66.25,437.37
26.09,1013.64,64.58,58.41,438.86
30.69,1004.53,65.86,71.98,430.33
27.69,1012.2,82.27,70.32,432.57
15.33,1015.41,53.17,43.13,466.86
13.26,1007.58,94.26,42.99,472.52
9.96,1015.23,82.98,39.66,480.6
21.05,1013.14,66.34,58.33,447.66
7.98,1008.69,98.65,40.77,480.72
23.46,1008,90.55,72.43,435.36
32.06,1007.9,56.44,71.85,426.07
23.35,1011.78,84.24,63.47,437.87
9.63,1012.4,68.41,43.02,480.21
18.58,1016.24,78.74,63.78,453.96
29.07,1006.22,61.58,51.43,438.79
14.73,1007.32,90.84,36.99,468.23
16.39,1011.7,94.85,41.96,463.99
20.23,1016.84,81.26,57.76,452.5
15,1006.6,86.95,41.35,467.71
11.06,1008.76,67.32,37.92,473.16
27.67,1009.13,82.15,69.59,437.29
13.76,1023.77,80.48,45.08,469.74
30.2,1004.17,74.77,74.34,431.77
29.06,1004.23,69.41,72.86,432.12
12.83,1013.12,86.07,41.5,470.87
30.97,1009.78,58.92,69.13,435.6
14.66,1014.97,46.31,43.13,467.87
20.11,1008.73,93.24,50.78,447.42
19.09,1012.93,63.59,42.44,461.84
30.26,1013.18,61.08,59.22,442.98
31.05,1000.38,58.49,69.13,426.31
21.19,1015.75,80.84,74.93,443.29
24.84,1012.15,67.24,56.89,440.36
14.95,1022.43,94.75,43.52,464.98
17.52,1008.87,85.67,44.05,455.72
8.09,1014.79,81.06,43.02,484.35
27.3,1008.08,63.48,57.19,438.65
27.04,1006.82,77.45,73.67,431.1
9.13,1031.08,74.76,40.02,473.47
12.4,1011.46,79.49,40.35,476.44
22.76,1006.95,74.07,44.05,450.31
12.52,1019.49,76.11,71.14,463.22
12.41,1017.08,87.02,39.28,473.86
15.15,1006.3,86.16,41.35,468.64
23.93,1013.09,86.02,64.05,440.66
19.16,1012.36,72.59,43.43,451
25.68,1011.01,57.53,46.21,442.98
18.8,1001.24,63.8,39.72,459.36
32.9,1012.95,50.09,68.51,430.23
29.55,1004.88,48.68,67.69,428.77
17.85,1007.79,83.59,46.48,458.16
24.49,1018.4,59.95,59.87,444.54
13.78,1015.56,69.92,45.51,468.17
15.08,1018.43,73.19,42.77,461.68
24.14,1002.1,38.49,41.1,450.13
20.32,1007.42,63.71,67.71,446.22
8.63,1016.08,83.25,43.79,483.91
8.48,1015.89,90.25,40.05,483.5
25.88,1004.24,63.16,66.48,434.4
7.41,1015.23,90.66,39.16,486.91
12.03,1015.09,90.43,41.58,464.02
20.86,1001.73,56.38,39.72,456.27
19.86,1012.31,53.9,41.67,462.86
29.75,1009.1,56.5,74.87,435.61
14.33,1003.52,85.92,38.73,468.86
11.88,1020.5,85.43,40.64,470.06
28.7,1007.11,69.85,71.64,436.58
21.11,1009.71,84.35,74.78,442.68
23.87,1012.96,76.05,50.39,452.59
21.93,1008.92,98.54,61.45,443.91
29.38,1011.49,54.96,73.42,445.42
9.19,1014.38,94.24,42.44,481.55
23.57,1006.08,70.12,67.9,446.72
18.55,1002.02,65.16,41.1,459.97
28.11,1010.51,65.16,66.17,444.2
11.95,1013.4,92.51,39.82,474.56
19.84,1019.54,76.6,65.48,449.85
19.27,1007.61,100.11,50.12,447.63
12.91,1013.37,71.52,41.66,469.71
18.13,1009.67,84.75,60.1,455.82
11.54,1017.19,83.02,45.51,474.73
16.65,1013.52,87.44,56.89,452.52
9.55,1018.8,74.88,39.66,480.74
23.77,1011.05,89.41,69.13,434.08
21.75,1015.53,66,65.12,452.89
14.75,1009.58,86.96,41.16,468.14
31.26,1006.49,60.47,70.36,438.15
26.75,1012.29,87.28,43.21,430.45
13.24,1016.52,86.66,39.16,474.48
19.64,1019.6,76.19,56.53,447.66
24.64,1011.2,72.67,58.49,444.95
8.72,1031.32,78.09,40.02,477.86
22.48,1014.77,63.9,67.45,445.55
6.76,1028.31,91.16,36.25,484.36
10.2,1016.52,98.09,41.62,462.87
12.33,1016.49,79.2,45.51,471.16
14.72,997.91,82.69,41.23,467.11
18.16,1012.78,78.33,43.96,465.26
12.42,1016.59,90.01,40.24,469.59
28.42,1011.23,72.79,73.5,435.59
5.47,1018.66,83.61,40.62,481.56
9.81,1019.43,87.93,71.14,469.64
17.86,1015.71,67.99,52.9,457.42
14.19,1006.52,90.72,49.83,462.86
27.57,1010.48,55.87,68.31,444.71
29.25,1015.53,33.65,66.51,441.7
25.02,1009.9,76.27,59.92,436.64
32.51,1005.62,47.6,71.22,433.76
25.44,1013.8,66.72,56.57,444.61
21.17,1017.16,68.11,58.16,452.02
30.9,1008.48,67.48,70.8,435.27
18.68,1016.96,77.09,59.14,452.85
13.82,1011.48,77.66,41.62,454.88
24.01,1004.22,75.32,50.16,443.03
25.85,1007.7,70.14,67.69,434
19.75,1010.76,79.29,57.32,443.63
15.17,1021.91,91.73,49.15,461.89
6.54,1011.54,93.69,39.33,491.16
12.3,1012.59,73.38,39.85,476.42
16.45,1016.64,45.21,41.48,454.69
9.23,1014.34,94.2,42.44,481.29
21.96,1016.72,72.6,59.8,452.48
29.03,1009.8,47.04,69.51,435.09
11.67,1017.65,82.48,40.23,475.07
21.03,1015.01,68.59,67.45,447.11
21.28,1011.55,88.05,70.32,438.7
30.04,1014.46,52.19,64.44,437.95
21.36,1018.35,78.87,58.95,443.93
18.34,1019.05,82.53,45.64,460.58
24.06,1017.46,48.04,58.2,445.91
24.97,1018.7,59.94,59.87,443.7
12.38,1022.98,100,43.52,467.55
31.09,1010.67,60.5,59.57,440.08
21.82,1013.74,73.6,50.66,455.2
17.77,1016.97,54.25,44.6,460.13
27.82,1007.83,76.07,76.09,434.52
18.84,1019.64,71.95,61.27,454.47
27.79,1008.95,87.35,71.85,427.67
32.72,1009.6,49.35,69.75,437.99
18.68,1019.78,83.67,62.1,453.25
24.65,1014.76,66.63,52.36,455.68
3.95,1017.36,84.88,35.47,488.64
19.67,1015.46,31.46,44.71,464.99
19.72,1008.51,95.28,51.19,446.01
30.57,1009.86,52.94,69.82,437.62
30.37,1015.35,45.6,67.45,431.38
30.35,1009.17,64.61,71.32,434.62
7.82,1022.17,88.13,40.72,481.52
12.19,1021.35,74.98,41.06,474.63
11.42,1020.21,71.57,41.54,477.5
28.61,1009.82,71.7,69.75,440.53
15.24,1020.56,66.13,44.45,460.94
19.64,1013.33,98.99,46.33,451.45
17.46,1018.07,91.01,53.29,458.06
18.11,1014.48,48.94,44.85,458.85
9.75,1019.88,62.31,35.76,474.31
17.14,1018.91,62.18,44.2,457.02
27.44,1003.85,76.65,74.9,436.42
6.57,1004.48,74.82,42.07,483.86
28.98,1009.1,52.62,62.66,438.45
19.76,1010.48,46.57,48.92,456.69
29.73,1017.64,37.79,67.25,439.06
5.17,1009.68,94.19,39.33,485.46
26.9,1004.47,54.71,66.48,432.95
17.1,1020.3,70.51,43.52,461.51
20.54,1014.07,84.15,59.39,445.41
28.8,1011.34,54.01,73.4,439.65
27.99,1007.79,72.67,71.64,437.81
16.45,1018.6,85.14,44.68,462.66
33.01,1006.71,53.25,69.88,433.5
11.95,1015.62,85.34,40.69,475.4
31.54,1007.83,62.98,77.24,430.07
33.11,1008.88,42.08,69.75,437.19
30.25,1010.87,60.4,71.8,437.28
14.56,1010.94,79.57,40.89,467.53
11.83,1013.36,85.33,38.25,473.31
21.53,1005.06,88.22,52.84,444.04
30.27,1011.93,65.72,64.05,438.68
9.39,1019.22,75.33,39.66,482.16
24.22,1014.61,66.82,49.82,452.2
10.1,1019.18,84.87,41.17,479.95
22.59,1016.84,78.58,60.32,447.17
27.51,1007.59,80.02,71.32,433.16
8.39,1015.39,62.23,36.3,479.57
11.94,1017.04,89.88,39.28,475.59
9.72,1015.17,84.41,41.44,481.85
25.6,1013.31,67.02,59.15,441.11
12.65,1023.07,65.05,41.93,479.53
26.26,1009.35,91.65,73.06,435.41
23.78,1008.79,83.17,69.71,443.06
18.02,1013.41,82.84,53.16,458.01
21.45,1014.81,73.73,66.05,453.38
28.02,1013.96,46.2,63.9,444.42
26.97,1014.35,55.07,67.32,439.61
19.46,1012.74,66.2,66.86,454.89
14.82,1018.98,72.8,44.2,465.73
20.25,1015.3,82.69,59.8,453.81
26.18,1013.46,56.65,52.36,453.54
19.46,1013.9,88.86,47.03,460.57
12.52,1020.45,97.41,40.24,470.56
14.91,1017.44,86.91,40.73,458.99
24.27,1013.5,61.09,63.9,450.26
20.36,1011.73,70.8,65.27,445.67
8.32,1010.93,78.21,39.64,479.69
17.35,1014.62,74.16,42.86,465.16
15.52,1015.8,76.27,43.7,466.38
10.71,1018.72,73.66,39.61,473.77
10.77,1021.42,87.18,41.46,479.22
23.57,1009.27,84.17,61.47,435.82
19.73,1020.7,69.49,56.65,457.46
31.9,1010.82,60.58,73.42,432.27
26.77,1013.26,44.56,64.45,449.1
19.05,1017.02,73.76,44.06,454.28
29.39,1013.92,47.36,69.89,434.27
16.42,1020.36,50.62,40.56,472.17
27.23,1005.23,52.38,66.48,432.55
24.02,1008,79.55,70.94,441.57
22.44,1017.28,63.68,58.16,452.71
25.14,1013.96,41.78,67.32,435.39
25.42,1001.91,93.78,73.21,432.04
25.9,1010.18,74.83,71.73,434.84
8.14,1013.15,87.85,36.24,480.25
31.13,1015.02,41.34,67.45,435.14
21.52,1010.62,67.62,46.21,449.08
29.23,1017.72,52.26,75.6,438.92
33.5,1008.99,57.24,70.8,433.19
